Issue_ID,Business_Unit,Issue_Type,Risk_Level,Date_Opened,Days_Open,SLA_Limit,SLA_Status,Remediation_Status
ISSUE-95028,Corporate Banking,Fraud,Low,2026-06-13,70,60,Breached,Open
ISSUE-16331,Investment Banking,AML,Medium,2026-08-19,24,30,On-Track,Closed
ISSUE-28245,Investment Banking,AML,High,2026-06-02,81,15,Breached,In Progress
ISSUE-64380,Wealth Management,Fraud,High,2026-04-29,115,15,Breached,Open
ISSUE-54544,Corporate Banking,Fraud,High,2026-06-02,81,15,Breached,In Progress
ISSUE-19303,Credit Cards,Fraud,Medium,2026-05-15,34,30,Breached,Closed
ISSUE-92082,Corporate Banking,Transaction Monitoring,Medium,2026-04-27,117,30,Breached,Open
ISSUE-87385,Retail Banking,Fraud,Low,2026-07-07,46,60,On-Track,Open
ISSUE-72306,Corporate Banking,KYC,Low,2026-06-11,72,60,Breached,In Progress
ISSUE-56525,Retail Banking,AML,Low,2026-08-16,23,60,On-Track,Closed
ISSUE-26915,Credit Cards,KYC,High,2026-04-24,120,15,Breached,Open
ISSUE-26249,Investment Banking,Transaction Monitoring,Low,2026-08-13,9,60,On-Track,In Progress
ISSUE-32181,Wealth Management,Sanctions,High,2026-07-08,45,15,Breached,In Progress
ISSUE-79460,Corporate Banking,Fraud,Low,2026-07-24,29,60,On-Track,In Progress
ISSUE-41474,Retail Banking,KYC,Low,2026-06-20,41,60,On-Track,Closed
ISSUE-38548,Wealth Management,Transaction Monitoring,Low,2026-05-03,111,60,Breached,In Progress
ISSUE-28392,Corporate Banking,Transaction Monitoring,High,2026-07-18,35,15,Breached,Open
ISSUE-24999,Retail Banking,Fraud,Low,2026-05-19,95,60,Breached,In Progress
ISSUE-43494,Retail Banking,KYC,Medium,2026-06-18,65,30,Breached,In Progress
ISSUE-55755,Investment Banking,KYC,High,2026-07-20,16,15,Breached,Closed
ISSUE-78876,Corporate Banking,Sanctions,Medium,2026-07-30,29,30,On-Track,Closed
ISSUE-64874,Investment Banking,Fraud,Low,2026-07-02,14,60,On-Track,Closed
ISSUE-87940,Corporate Banking,Sanctions,High,2026-08-07,15,15,On-Track,Open
ISSUE-26193,Corporate Banking,Sanctions,Low,2026-07-19,34,60,On-Track,In Progress
ISSUE-59018,Credit Cards,KYC,Medium,2026-06-09,74,30,Breached,Open
ISSUE-92155,Credit Cards,Transaction Monitoring,Medium,2026-06-05,78,30,Breached,Open
ISSUE-24168,Investment Banking,Fraud,Medium,2026-05-26,88,30,Breached,In Progress
ISSUE-84304,Credit Cards,Fraud,Medium,2026-07-06,32,30,Breached,Closed
ISSUE-50729,Wealth Management,AML,High,2026-08-17,6,15,On-Track,Closed
ISSUE-43064,Wealth Management,Transaction Monitoring,High,2026-06-24,59,15,Breached,In Progress
ISSUE-20574,Investment Banking,Sanctions,High,2026-07-18,2,15,On-Track,Closed
ISSUE-61048,Retail Banking,AML,High,2026-07-17,36,15,Breached,In Progress
ISSUE-48964,Retail Banking,AML,Low,2026-05-23,91,60,Breached,Open
ISSUE-34628,Credit Cards,Sanctions,Medium,2026-08-01,22,30,On-Track,Closed
ISSUE-10428,Investment Banking,Fraud,High,2026-06-16,67,15,Breached,Open
ISSUE-60030,Credit Cards,KYC,High,2026-06-16,67,15,Breached,In Progress
ISSUE-40885,Investment Banking,KYC,High,2026-06-26,57,15,Breached,In Progress
ISSUE-14592,Investment Banking,KYC,Medium,2026-08-05,8,30,On-Track,Closed
ISSUE-75030,Corporate Banking,Sanctions,High,2026-05-19,95,15,Breached,In Progress
ISSUE-88623,Credit Cards,Transaction Monitoring,Medium,2026-05-06,108,30,Breached,In Progress
ISSUE-69593,Wealth Management,KYC,High,2026-05-12,3,15,On-Track,Closed
ISSUE-74514,Investment Banking,KYC,Low,2026-06-19,64,60,Breached,Open
ISSUE-18212,Retail Banking,AML,High,2026-06-30,53,15,Breached,In Progress
ISSUE-75717,Corporate Banking,Transaction Monitoring,Medium,2026-07-06,7,30,On-Track,Closed
ISSUE-27951,Investment Banking,Fraud,Low,2026-05-06,108,60,Breached,In Progress
ISSUE-81110,Corporate Banking,Transaction Monitoring,Medium,2026-08-21,1,30,On-Track,In Progress
ISSUE-31750,Corporate Banking,KYC,Low,2026-04-28,50,60,On-Track,Closed
ISSUE-14614,Wealth Management,KYC,High,2026-07-24,29,15,Breached,In Progress
ISSUE-97185,Retail Banking,AML,High,2026-06-01,10,15,On-Track,Closed
ISSUE-30765,Investment Banking,Transaction Monitoring,Medium,2026-05-16,98,30,Breached,Open
ISSUE-45906,Corporate Banking,Fraud,High,2026-06-07,8,15,On-Track,Closed
ISSUE-25318,Corporate Banking,AML,Medium,2026-06-16,67,30,Breached,In Progress
ISSUE-85903,Wealth Management,Transaction Monitoring,Low,2026-08-16,6,60,On-Track,In Progress
ISSUE-44568,Corporate Banking,Transaction Monitoring,Medium,2026-07-07,46,30,Breached,Open
ISSUE-69883,Wealth Management,Fraud,Low,2026-04-27,117,60,Breached,In Progress
ISSUE-32198,Wealth Management,Sanctions,Low,2026-05-10,104,60,Breached,Open
ISSUE-64633,Wealth Management,Transaction Monitoring,Medium,2026-05-14,19,30,On-Track,Closed
ISSUE-62206,Corporate Banking,AML,Low,2026-08-07,45,60,On-Track,Closed
ISSUE-19932,Corporate Banking,Fraud,Low,2026-05-15,18,60,On-Track,Closed
ISSUE-45199,Credit Cards,Fraud,High,2026-07-13,2,15,On-Track,Closed
ISSUE-38273,Investment Banking,Sanctions,Low,2026-07-07,46,60,On-Track,Open
ISSUE-86849,Retail Banking,Transaction Monitoring,Medium,2026-06-17,66,30,Breached,Open
ISSUE-91780,Investment Banking,KYC,High,2026-06-14,69,15,Breached,In Progress
ISSUE-36480,Credit Cards,KYC,Medium,2026-06-18,35,30,Breached,Closed
ISSUE-78528,Credit Cards,Sanctions,Medium,2026-06-04,79,30,Breached,In Progress
ISSUE-31628,Credit Cards,Transaction Monitoring,Low,2026-08-08,14,60,On-Track,In Progress
ISSUE-22639,Wealth Management,Sanctions,Low,2026-08-15,8,60,On-Track,Closed
ISSUE-95436,Investment Banking,AML,Low,2026-08-09,39,60,On-Track,Closed
ISSUE-36078,Retail Banking,Sanctions,High,2026-04-29,115,15,Breached,Open
ISSUE-36909,Credit Cards,KYC,High,2026-08-19,3,15,On-Track,Open
ISSUE-11174,Retail Banking,Sanctions,High,2026-06-14,5,15,On-Track,Closed
ISSUE-79666,Retail Banking,Transaction Monitoring,Medium,2026-07-31,22,30,On-Track,Open
ISSUE-20171,Credit Cards,AML,High,2026-08-18,10,15,On-Track,Closed
ISSUE-84121,Wealth Management,KYC,Low,2026-05-08,106,60,Breached,In Progress
ISSUE-59269,Wealth Management,AML,High,2026-05-06,9,15,On-Track,Closed
ISSUE-75352,Retail Banking,AML,Medium,2026-08-01,21,30,On-Track,Open
ISSUE-85524,Retail Banking,Sanctions,Medium,2026-07-26,27,30,On-Track,In Progress
ISSUE-75138,Wealth Management,Transaction Monitoring,Medium,2026-05-25,6,30,On-Track,Closed
ISSUE-93967,Corporate Banking,AML,Low,2026-04-27,117,60,Breached,Open
ISSUE-98163,Investment Banking,Sanctions,Medium,2026-06-12,71,30,Breached,Open
ISSUE-55502,Corporate Banking,Fraud,Low,2026-04-27,117,60,Breached,In Progress
ISSUE-45329,Retail Banking,AML,Low,2026-04-24,120,60,Breached,Open
ISSUE-43342,Credit Cards,KYC,High,2026-06-17,4,15,On-Track,Closed
ISSUE-24837,Investment Banking,AML,Low,2026-06-14,65,60,Breached,Closed
ISSUE-76487,Investment Banking,KYC,High,2026-06-16,67,15,Breached,Open
ISSUE-40201,Investment Banking,Fraud,Low,2026-07-06,47,60,On-Track,In Progress
ISSUE-82800,Corporate Banking,KYC,High,2026-05-04,110,15,Breached,Open
ISSUE-65995,Corporate Banking,Fraud,Low,2026-07-29,30,60,On-Track,Closed
ISSUE-34693,Investment Banking,Fraud,High,2026-06-23,60,15,Breached,Open
ISSUE-27799,Investment Banking,Sanctions,High,2026-08-10,12,15,On-Track,Open
ISSUE-42651,Wealth Management,Fraud,Low,2026-07-23,28,60,On-Track,Closed
ISSUE-52847,Investment Banking,Fraud,Low,2026-06-25,61,60,Breached,Closed
ISSUE-12124,Credit Cards,KYC,Low,2026-06-27,59,60,On-Track,Closed
ISSUE-51394,Retail Banking,Transaction Monitoring,Medium,2026-06-04,79,30,Breached,In Progress
ISSUE-37321,Investment Banking,AML,Low,2026-04-28,116,60,Breached,In Progress
ISSUE-37982,Wealth Management,Transaction Monitoring,Low,2026-04-25,119,60,Breached,Open
ISSUE-44099,Retail Banking,Fraud,Medium,2026-05-07,107,30,Breached,Open
ISSUE-46102,Corporate Banking,Fraud,High,2026-05-16,13,15,On-Track,Closed
ISSUE-89019,Retail Banking,Fraud,Medium,2026-06-09,74,30,Breached,In Progress
ISSUE-49910,Investment Banking,Sanctions,Medium,2026-06-18,65,30,Breached,Open
ISSUE-17279,Wealth Management,Transaction Monitoring,Medium,2026-08-11,11,30,On-Track,Open
ISSUE-99976,Wealth Management,Sanctions,Medium,2026-08-10,12,30,On-Track,Open
ISSUE-27894,Investment Banking,AML,Low,2026-05-23,91,60,Breached,Open
ISSUE-94554,Wealth Management,AML,High,2026-08-06,16,15,Breached,Open
ISSUE-22360,Corporate Banking,AML,Medium,2026-05-24,1,30,On-Track,Closed
ISSUE-10278,Credit Cards,Transaction Monitoring,Low,2026-07-12,41,60,On-Track,In Progress
ISSUE-30871,Wealth Management,KYC,High,2026-05-30,20,15,Breached,Closed
ISSUE-65168,Credit Cards,Sanctions,Low,2026-06-18,41,60,On-Track,Closed
ISSUE-63276,Wealth Management,AML,Medium,2026-06-20,63,30,Breached,Open
ISSUE-49031,Corporate Banking,AML,Low,2026-07-25,52,60,On-Track,Closed
ISSUE-55240,Credit Cards,Fraud,Low,2026-08-16,6,60,On-Track,Open
ISSUE-69040,Retail Banking,AML,Medium,2026-08-01,21,30,On-Track,Open
ISSUE-30307,Retail Banking,Fraud,High,2026-06-27,15,15,On-Track,Closed
ISSUE-19862,Retail Banking,KYC,Medium,2026-07-10,43,30,Breached,Open
ISSUE-83267,Credit Cards,Sanctions,Low,2026-08-11,11,60,On-Track,Open
ISSUE-14448,Credit Cards,Transaction Monitoring,Medium,2026-06-10,73,30,Breached,Open
ISSUE-86685,Retail Banking,Sanctions,Low,2026-08-10,12,60,On-Track,Open
ISSUE-45003,Retail Banking,KYC,Low,2026-06-22,61,60,Breached,Open
ISSUE-27786,Credit Cards,Transaction Monitoring,Medium,2026-08-17,18,30,On-Track,Closed
ISSUE-23205,Corporate Banking,Fraud,Low,2026-07-11,42,60,On-Track,Open
ISSUE-18028,Credit Cards,Fraud,Medium,2026-04-27,11,30,On-Track,Closed
ISSUE-91831,Retail Banking,Sanctions,Medium,2026-07-26,27,30,On-Track,In Progress
ISSUE-61003,Corporate Banking,Fraud,Medium,2026-07-28,7,30,On-Track,Closed
ISSUE-35030,Credit Cards,Sanctions,Medium,2026-06-28,55,30,Breached,Open
ISSUE-62140,Corporate Banking,KYC,High,2026-08-11,11,15,On-Track,Open
ISSUE-58248,Credit Cards,AML,High,2026-06-29,8,15,On-Track,Closed
ISSUE-29045,Investment Banking,KYC,Medium,2026-07-20,33,30,Breached,Open
ISSUE-61289,Wealth Management,KYC,Medium,2026-08-06,16,30,On-Track,Open
ISSUE-68614,Retail Banking,AML,Low,2026-04-28,116,60,Breached,In Progress
ISSUE-35272,Wealth Management,Sanctions,Medium,2026-08-10,12,30,On-Track,Open
ISSUE-91437,Investment Banking,Sanctions,Medium,2026-07-07,46,30,Breached,Open
ISSUE-70032,Retail Banking,KYC,Low,2026-04-29,36,60,On-Track,Closed
ISSUE-67975,Wealth Management,Sanctions,High,2026-05-05,20,15,Breached,Closed
ISSUE-96624,Wealth Management,Fraud,High,2026-05-16,98,15,Breached,In Progress
ISSUE-55135,Wealth Management,AML,Low,2026-07-09,44,60,On-Track,Open
ISSUE-19640,Credit Cards,Fraud,High,2026-07-29,24,15,Breached,Open
ISSUE-63349,Corporate Banking,KYC,Low,2026-05-31,83,60,Breached,In Progress
ISSUE-59585,Credit Cards,Transaction Monitoring,High,2026-05-17,3,15,On-Track,Closed
ISSUE-42974,Credit Cards,Fraud,Medium,2026-05-07,4,30,On-Track,Closed
ISSUE-81979,Corporate Banking,Sanctions,Low,2026-08-18,50,60,On-Track,Closed
ISSUE-34425,Corporate Banking,Transaction Monitoring,Medium,2026-08-20,17,30,On-Track,Closed
ISSUE-44550,Credit Cards,Sanctions,Low,2026-05-20,94,60,Breached,Open
ISSUE-83270,Corporate Banking,Fraud,Medium,2026-04-30,27,30,On-Track,Closed
ISSUE-31611,Wealth Management,KYC,Low,2026-05-09,58,60,On-Track,Closed
ISSUE-48893,Investment Banking,Fraud,Medium,2026-08-05,33,30,Breached,Closed
ISSUE-66978,Corporate Banking,KYC,Medium,2026-07-01,17,30,On-Track,Closed
ISSUE-74650,Corporate Banking,Transaction Monitoring,Medium,2026-07-04,49,30,Breached,Open
ISSUE-50952,Credit Cards,Sanctions,Low,2026-06-28,55,60,On-Track,Open
ISSUE-34033,Credit Cards,Fraud,High,2026-05-15,1,15,On-Track,Closed
ISSUE-28143,Corporate Banking,Fraud,Medium,2026-06-19,32,30,Breached,Closed
ISSUE-13952,Wealth Management,Sanctions,Low,2026-07-16,58,60,On-Track,Closed
ISSUE-99716,Wealth Management,Transaction Monitoring,High,2026-06-22,11,15,On-Track,Closed
ISSUE-11195,Investment Banking,Transaction Monitoring,Medium,2026-05-19,1,30,On-Track,Closed
ISSUE-37173,Corporate Banking,Sanctions,Medium,2026-06-29,8,30,On-Track,Closed
ISSUE-40478,Investment Banking,Fraud,Medium,2026-08-09,13,30,On-Track,In Progress
ISSUE-10637,Investment Banking,Fraud,High,2026-07-02,51,15,Breached,Open
ISSUE-20368,Corporate Banking,AML,Medium,2026-06-25,58,30,Breached,Open
ISSUE-52524,Retail Banking,Transaction Monitoring,High,2026-06-04,79,15,Breached,Open
ISSUE-93018,Wealth Management,Transaction Monitoring,Low,2026-06-13,70,60,Breached,In Progress
ISSUE-11762,Wealth Management,Fraud,Low,2026-07-12,41,60,On-Track,Open
ISSUE-54268,Credit Cards,AML,Low,2026-07-12,35,60,On-Track,Closed
ISSUE-51684,Corporate Banking,Sanctions,Low,2026-06-01,82,60,Breached,In Progress
ISSUE-46615,Corporate Banking,Transaction Monitoring,Medium,2026-05-24,90,30,Breached,Open
ISSUE-80614,Retail Banking,Sanctions,Low,2026-05-16,98,60,Breached,In Progress
ISSUE-69601,Wealth Management,AML,Low,2026-08-13,9,60,On-Track,In Progress
ISSUE-37169,Corporate Banking,AML,Medium,2026-05-19,95,30,Breached,Open
ISSUE-41416,Wealth Management,Fraud,High,2026-05-06,108,15,Breached,In Progress
ISSUE-76479,Investment Banking,KYC,High,2026-07-13,40,15,Breached,In Progress
ISSUE-37379,Retail Banking,KYC,High,2026-06-16,67,15,Breached,Open
ISSUE-24439,Investment Banking,Sanctions,High,2026-08-07,15,15,On-Track,In Progress
ISSUE-80831,Credit Cards,Sanctions,Low,2026-05-21,93,60,Breached,In Progress
ISSUE-46910,Credit Cards,Transaction Monitoring,High,2026-05-26,88,15,Breached,Open
ISSUE-20845,Corporate Banking,Transaction Monitoring,Medium,2026-08-16,6,30,On-Track,Open
ISSUE-33695,Retail Banking,AML,Low,2026-05-07,62,60,Breached,Closed
ISSUE-74926,Wealth Management,Transaction Monitoring,High,2026-04-28,116,15,Breached,Open
ISSUE-95424,Investment Banking,AML,Low,2026-05-25,89,60,Breached,Open
ISSUE-10401,Wealth Management,Sanctions,Medium,2026-05-29,85,30,Breached,Open
ISSUE-77681,Investment Banking,KYC,Medium,2026-04-28,116,30,Breached,Open
ISSUE-49183,Corporate Banking,Sanctions,Low,2026-08-20,2,60,On-Track,In Progress
ISSUE-28777,Wealth Management,Sanctions,High,2026-05-01,113,15,Breached,In Progress
ISSUE-19202,Credit Cards,KYC,Low,2026-07-11,33,60,On-Track,Closed
ISSUE-19201,Wealth Management,AML,High,2026-07-22,15,15,On-Track,Closed
ISSUE-15183,Credit Cards,Fraud,Low,2026-04-25,119,60,Breached,Open
ISSUE-55660,Credit Cards,KYC,Medium,2026-05-23,91,30,Breached,Open
ISSUE-21978,Retail Banking,Transaction Monitoring,Low,2026-07-03,50,60,On-Track,In Progress
ISSUE-42427,Retail Banking,KYC,High,2026-06-10,73,15,Breached,In Progress
ISSUE-91335,Investment Banking,Sanctions,Medium,2026-05-16,98,30,Breached,In Progress
ISSUE-86532,Wealth Management,Fraud,High,2026-08-09,13,15,On-Track,In Progress
ISSUE-50623,Corporate Banking,KYC,High,2026-07-27,26,15,Breached,In Progress
ISSUE-19764,Retail Banking,KYC,Low,2026-06-13,70,60,Breached,Open
ISSUE-22335,Credit Cards,Transaction Monitoring,Medium,2026-06-17,4,30,On-Track,Closed
ISSUE-72093,Credit Cards,Sanctions,Low,2026-06-28,8,60,On-Track,Closed
ISSUE-73269,Credit Cards,Fraud,Medium,2026-08-09,13,30,On-Track,In Progress
ISSUE-50827,Retail Banking,Transaction Monitoring,Low,2026-06-10,73,60,Breached,In Progress
ISSUE-22640,Corporate Banking,AML,Medium,2026-08-13,21,30,On-Track,Closed
ISSUE-91923,Corporate Banking,Transaction Monitoring,Low,2026-08-14,4,60,On-Track,Closed
ISSUE-62254,Retail Banking,Sanctions,Medium,2026-05-24,90,30,Breached,In Progress
ISSUE-60637,Retail Banking,KYC,Medium,2026-06-14,35,30,Breached,Closed
ISSUE-53873,Retail Banking,Fraud,Medium,2026-05-11,103,30,Breached,Open
ISSUE-10191,Investment Banking,Transaction Monitoring,High,2026-08-21,8,15,On-Track,Closed
ISSUE-81460,Credit Cards,KYC,Medium,2026-05-22,92,30,Breached,Open
ISSUE-89792,Corporate Banking,Transaction Monitoring,High,2026-07-05,48,15,Breached,In Progress
ISSUE-79174,Investment Banking,Transaction Monitoring,Low,2026-05-06,108,60,Breached,Open
ISSUE-79534,Wealth Management,KYC,Low,2026-08-18,4,60,On-Track,In Progress
ISSUE-35404,Investment Banking,KYC,High,2026-08-09,13,15,On-Track,Open
ISSUE-27693,Retail Banking,Sanctions,High,2026-08-10,12,15,On-Track,In Progress
ISSUE-92178,Retail Banking,Transaction Monitoring,High,2026-08-03,19,15,Breached,Open
ISSUE-61144,Credit Cards,Fraud,High,2026-05-25,6,15,On-Track,Closed
ISSUE-26400,Corporate Banking,KYC,Medium,2026-07-14,26,30,On-Track,Closed
ISSUE-29959,Retail Banking,Fraud,Low,2026-06-13,3,60,On-Track,Closed
ISSUE-44310,Corporate Banking,Transaction Monitoring,High,2026-07-14,19,15,Breached,Closed
ISSUE-10707,Wealth Management,Sanctions,High,2026-07-12,41,15,Breached,In Progress
ISSUE-19731,Corporate Banking,AML,Medium,2026-08-13,9,30,On-Track,In Progress
ISSUE-88516,Corporate Banking,KYC,Medium,2026-08-01,21,30,On-Track,Open
ISSUE-67723,Wealth Management,Fraud,Low,2026-06-07,76,60,Breached,In Progress
ISSUE-25771,Investment Banking,Fraud,High,2026-06-24,59,15,Breached,In Progress
ISSUE-67241,Wealth Management,AML,High,2026-05-16,98,15,Breached,In Progress
ISSUE-30433,Investment Banking,AML,Low,2026-06-11,72,60,Breached,Open
ISSUE-93035,Wealth Management,Transaction Monitoring,Medium,2026-06-04,79,30,Breached,In Progress
ISSUE-84399,Corporate Banking,AML,Medium,2026-06-30,53,30,Breached,Open
ISSUE-66194,Retail Banking,KYC,Low,2026-06-28,55,60,On-Track,In Progress
ISSUE-93629,Credit Cards,Fraud,Low,2026-06-10,73,60,Breached,In Progress
ISSUE-19671,Retail Banking,AML,Low,2026-07-10,43,60,On-Track,In Progress
ISSUE-86872,Investment Banking,AML,Medium,2026-05-23,7,30,On-Track,Closed
ISSUE-21977,Credit Cards,KYC,High,2026-06-06,16,15,Breached,Closed
ISSUE-29396,Credit Cards,Fraud,Low,2026-07-24,29,60,On-Track,In Progress
ISSUE-36512,Investment Banking,KYC,High,2026-07-19,10,15,On-Track,Closed
ISSUE-74225,Retail Banking,KYC,Medium,2026-04-30,114,30,Breached,In Progress
ISSUE-21298,Retail Banking,Transaction Monitoring,Medium,2026-05-22,92,30,Breached,In Progress
ISSUE-57522,Wealth Management,Sanctions,High,2026-07-03,50,15,Breached,In Progress
ISSUE-87833,Credit Cards,Fraud,High,2026-07-03,50,15,Breached,In Progress
ISSUE-91982,Credit Cards,Fraud,Medium,2026-06-14,69,30,Breached,Open
ISSUE-45417,Retail Banking,KYC,Low,2026-05-17,18,60,On-Track,Closed
ISSUE-27828,Credit Cards,KYC,High,2026-08-01,21,15,Breached,Open
ISSUE-89647,Investment Banking,Transaction Monitoring,Low,2026-08-04,34,60,On-Track,Closed
ISSUE-11526,Credit Cards,Fraud,Medium,2026-07-23,30,30,On-Track,Open
ISSUE-46870,Wealth Management,KYC,High,2026-06-08,75,15,Breached,Open
ISSUE-16355,Investment Banking,AML,Medium,2026-07-08,45,30,Breached,In Progress
ISSUE-61287,Corporate Banking,Fraud,Medium,2026-05-02,112,30,Breached,Open
ISSUE-41265,Wealth Management,Fraud,High,2026-07-14,39,15,Breached,Open
ISSUE-58503,Wealth Management,Transaction Monitoring,High,2026-04-28,7,15,On-Track,Closed
ISSUE-10271,Investment Banking,AML,Low,2026-06-09,20,60,On-Track,Closed
ISSUE-34270,Retail Banking,Fraud,Low,2026-06-07,31,60,On-Track,Closed
ISSUE-21111,Investment Banking,KYC,High,2026-08-17,5,15,On-Track,Open
ISSUE-98303,Wealth Management,KYC,Low,2026-07-16,37,60,On-Track,Open
ISSUE-92948,Investment Banking,Sanctions,Low,2026-08-01,21,60,On-Track,Open
ISSUE-73557,Investment Banking,Transaction Monitoring,Medium,2026-05-30,84,30,Breached,In Progress
ISSUE-69926,Wealth Management,KYC,Low,2026-05-18,96,60,Breached,Open
ISSUE-12372,Wealth Management,Transaction Monitoring,High,2026-07-24,29,15,Breached,Open
ISSUE-64183,Investment Banking,KYC,Low,2026-07-02,51,60,On-Track,Open
ISSUE-41159,Investment Banking,KYC,Medium,2026-06-13,70,30,Breached,Open
ISSUE-10104,Corporate Banking,AML,Low,2026-07-19,34,60,On-Track,In Progress
ISSUE-64081,Retail Banking,AML,Low,2026-05-06,58,60,On-Track,Closed
ISSUE-40333,Credit Cards,Transaction Monitoring,Low,2026-04-29,115,60,Breached,In Progress
ISSUE-53107,Corporate Banking,AML,Low,2026-08-03,19,60,On-Track,In Progress
ISSUE-41129,Investment Banking,Fraud,Low,2026-06-09,74,60,Breached,In Progress
ISSUE-26589,Retail Banking,Fraud,High,2026-07-02,51,15,Breached,Open
ISSUE-52469,Credit Cards,Fraud,Medium,2026-05-03,111,30,Breached,In Progress
ISSUE-80531,Wealth Management,Fraud,High,2026-05-23,91,15,Breached,Open
ISSUE-70488,Retail Banking,KYC,High,2026-05-29,8,15,On-Track,Closed
ISSUE-16968,Credit Cards,KYC,Medium,2026-08-03,19,30,On-Track,In Progress
ISSUE-69583,Corporate Banking,Sanctions,Low,2026-06-20,39,60,On-Track,Closed
ISSUE-20745,Credit Cards,Sanctions,Low,2026-06-05,78,60,Breached,In Progress
ISSUE-63152,Investment Banking,Fraud,Low,2026-05-06,12,60,On-Track,Closed
ISSUE-89299,Investment Banking,Transaction Monitoring,Medium,2026-07-28,8,30,On-Track,Closed
ISSUE-72956,Wealth Management,Fraud,High,2026-05-22,92,15,Breached,Open
ISSUE-14399,Wealth Management,KYC,Medium,2026-05-12,102,30,Breached,Open
ISSUE-17329,Corporate Banking,AML,Medium,2026-06-14,1,30,On-Track,Closed
ISSUE-52303,Investment Banking,KYC,High,2026-08-02,20,15,Breached,In Progress
